# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
26420.0000 M247 314774 2 3948.0000 p34 r67 234 N p34->p55->r67
26495.0000 M267 473656 2 2330.0000 p27 r72 261 N p27->v83->r72
26512.0000 M286 177071 2 591.0000 p21 r62 290 N p21->v92->r62
26615.0000 M285 211665 2 766.0000 p54 r60 287 N p54->v94->r60
26682.0000 M282 359184 2 1081.0000 p41 r71 281 N p41->v80->r71
26993.0000 M288 247008 2 928.0000 p56 r71 284 N p56->v90->r71
27087.0000 M287 487575 3 1090.0000 p18 r62 281 N p18->v93->v87->r62
27327.0000 M296 197884 1 459.0000 p28 r78 292 N p28->r78
27411.0000 M290 106393 3 1141.0000 p48 r68 280 N p48->v90->v93->r68
27537.0000 M301 236087 2 220.0000 p55 r63 296 N p55->v80->r63
27719.0000 M299 232416 2 536.0000 p17 r75 291 N p17->v82->r75
27734.0000 M300 231778 2 482.0000 p36 r76 291 N p36->p33->r76
27854.0000 M280 180221 3 2411.0000 p57 r62 259 N p57->r73->p37->r62
27939.0000 M295 448752 3 1177.0000 p38 r60 280 N p38->r72->p8->r60
28000.0000 M308 235571 1 1.0000 p38 r78 299 N p38->r78
28053.0000 M293 450885 1 1482.0000 p25 r68 275 N p25->r68
28166.0000 M298 187017 2 1098.0000 p23 r63 281 N p23->p54->r63
28172.0000 M292 275328 3 1719.0000 p58 r67 271 N p58->r79->p43->r67
28210.0000 M261 155470 1 4635.0000 p13 r63 222 N p13->r63
28247.0000 M307 147596 2 359.0000 p3 r72 294 N p3->p54->r72
28259.0000 M260 307512 2 4787.0000 p26 r63 220 N p26->v81->r63
28314.0000 M309 403107 3 207.0000 p34 r76 296 N p34->p53->v93->r76
28380.0000 M311 103801 2 87.0000 p45 r64 298 N p45->v89->r64
28460.0000 M302 150156 2 1025.0000 p15 r70 282 N p15->v94->r70
28589.0000 M297 179724 2 1613.0000 p44 r64 273 N p44->r61->r64
28664.0000 M239 297893 2 6945.0000 p29 r76 184 N p29->p9->r76
28752.0000 M289 455449 2 2572.0000 p36 r70 257 N p36->v88->r70
28773.0000 M294 118908 1 2125.0000 p11 r61 264 N p11->r61
28869.0000 M305 266320 2 1157.0000 p9 r65 280 N p9->v88->r65
28983.0000 M303 314176 3 1459.0000 p38 r63 275 N p38->p34->v87->r63
29062.0000 M310 470878 2 888.0000 p23 r60 285 N p23->v80->r60
29105.0000 M315 471524 1 419.0000 p36 r70 293 N p36->r70
29235.0000 M318 407277 2 275.0000 p48 r60 295 N p48->v94->r60
29235.0000 M320 196005 1 99.0000 p28 r76 298 N p28->r76
29554.0000 M323 332166 2 121.0000 p42 r64 297 N p42->v90->r64
29558.0000 M313 406190 2 1059.0000 p55 r71 282 N p55->v90->r71
29714.0000 M283 219694 2 4048.0000 p31 r70 232 N p31->r62->r70
29946.0000 M291 342176 2 3600.0000 p1 r77 240 N p1->p8->r77
30110.0000 M314 222406 1 1540.0000 p24 r65 274 N p24->r65
30115.0000 M317 444974 2 1229.0000 p5 r68 279 N p5->p32->r68
30221.0000 M325 447765 3 609.0000 p1 r69 289 N p1->p4->v88->r69
30381.0000 M324 331734 2 829.0000 p17 r69 286 N p17->v85->r69
30393.0000 M322 232864 1 1079.0000 p16 r74 282 N p16->r74
