# time  ID  size  fromHost  toHost  TTL  isResponse
26476.0000 HM587 167187 p7 r70 300 N 
26535.0000 HM588 481010 p1 r63 300 N 
26577.0000 HM589 243132 p34 r75 300 N 
26627.0000 HM590 338286 p0 r72 300 N 
26686.0000 HM591 171166 p15 r73 300 N 
26745.0000 HM592 374285 p19 r62 300 N 
26777.0000 HM593 499917 p58 r78 300 N 
26817.0000 HM594 276075 p55 r70 300 N 
26877.0000 HM595 431605 p21 r69 300 N 
26930.0000 HM596 297514 p47 r60 300 N 
26973.0000 HM597 458564 p54 r74 300 N 
27005.0000 HM598 493019 p23 r76 300 N 
27055.0000 HM599 292174 p58 r77 300 N 
27090.0000 HM600 266033 p51 r63 300 N 
27148.0000 HM601 109567 p36 r62 300 N 
27186.0000 HM602 497498 p18 r64 300 N 
27229.0000 HM603 249341 p14 r69 300 N 
27276.0000 HM604 343784 p20 r61 300 N 
27368.0000 HM606 466547 p11 r68 300 N 
27422.0000 HM607 466876 p21 r71 300 N 
27467.0000 HM608 330738 p57 r60 300 N 
27507.0000 HM609 357713 p40 r66 300 N 
27550.0000 HM610 428682 p48 r70 300 N 
27604.0000 HM611 344954 p5 r76 300 N 
27651.0000 HM612 428887 p27 r71 300 N 
27695.0000 HM613 302935 p46 r69 300 N 
27754.0000 HM614 254290 p15 r62 300 N 
27791.0000 HM615 406145 p52 r63 300 N 
27835.0000 HM616 231694 p57 r69 300 N 
27894.0000 HM617 247688 p28 r77 300 N 
27949.0000 HM618 475835 p23 r75 300 N 
27996.0000 HM619 116906 p28 r68 300 N 
28027.0000 HM620 231727 p12 r71 300 N 
28074.0000 HM621 241517 p4 r60 300 N 
28175.0000 HM623 458870 p22 r65 300 N 
28222.0000 HM624 170968 p43 r75 300 N 
28269.0000 HM625 415891 p9 r67 300 N 
28318.0000 HM626 295647 p46 r65 300 N 
28360.0000 HM627 119362 p9 r60 300 N 
28397.0000 HM628 251147 p6 r68 300 N 
28442.0000 HM629 268313 p55 r62 300 N 
28484.0000 HM630 210383 p56 r68 300 N 
28539.0000 HM631 284124 p19 r65 300 N 
28598.0000 HM632 195231 p40 r67 300 N 
28642.0000 HM633 418812 p12 r66 300 N 
28692.0000 HM634 486068 p3 r61 300 N 
28728.0000 HM635 268247 p13 r68 300 N 
28776.0000 HM636 367535 p50 r71 300 N 
28810.0000 HM637 285040 p49 r65 300 N 
28842.0000 HM638 286007 p58 r62 300 N 
28878.0000 HM639 159788 p51 r66 300 N 
28909.0000 HM640 329138 p50 r60 300 N 
28965.0000 HM641 378054 p33 r69 300 N 
29001.0000 HM642 438202 p0 r75 300 N 
29059.0000 HM643 430777 p43 r67 300 N 
29093.0000 HM644 370732 p28 r73 300 N 
29143.0000 HM645 393234 p48 r74 300 N 
29203.0000 HM646 151357 p35 r78 300 N 
29236.0000 HM647 272270 p20 r75 300 N 
29266.0000 HM648 184347 p53 r79 300 N 
29304.0000 HM649 436021 p34 r60 300 N 
29345.0000 HM650 456533 p30 r62 300 N 
29390.0000 HM651 214519 p16 r63 300 N 
29421.0000 HM652 323073 p4 r62 300 N 
29453.0000 HM653 402188 p6 r62 300 N 
29502.0000 HM654 336190 p56 r62 300 N 
29534.0000 HM655 315718 p3 r67 300 N 
29565.0000 HM656 165196 p57 r71 300 N 
29606.0000 HM657 496654 p2 r67 300 N 
29638.0000 HM658 154806 p29 r61 300 N 
29672.0000 HM659 179325 p24 r74 300 N 
29704.0000 HM660 186678 p3 r70 300 N 
29749.0000 HM661 173040 p55 r74 300 N 
29787.0000 HM662 230179 p50 r77 300 N 
29842.0000 HM663 111994 p39 r77 300 N 
29889.0000 HM664 323563 p44 r69 300 N 
29929.0000 HM665 224995 p30 r73 300 N 
29983.0000 HM666 248974 p58 r64 300 N 
30019.0000 HM667 415699 p51 r71 300 N 
30057.0000 HM668 371010 p0 r74 300 N 
30091.0000 HM669 336418 p16 r79 300 N 
30129.0000 HM670 272519 p26 r66 300 N 
30171.0000 HM671 497550 p39 r72 300 N 
30226.0000 HM672 305731 p17 r64 300 N 
30267.0000 HM673 400309 p34 r67 300 N 
30320.0000 HM674 480755 p6 r78 300 N 
30376.0000 HM675 104668 p38 r66 300 N 
30409.0000 HM676 116892 p44 r68 300 N 
30461.0000 HM677 498457 p44 r60 300 N 
30515.0000 HM678 354736 p20 r60 300 N 
30555.0000 HM679 262288 p4 r78 300 N 
30610.0000 HM680 394482 p2 r64 300 N 
30664.0000 HM681 213692 p27 r75 300 N 
30699.0000 HM682 172047 p8 r63 300 N 
30734.0000 HM683 134851 p9 r67 300 N 
30783.0000 HM684 444203 p48 r61 300 N 
30825.0000 HM685 251012 p51 r77 300 N 
30861.0000 HM686 149136 p36 r76 300 N 
30921.0000 HM687 181792 p6 r75 300 N 
30958.0000 HM688 423511 p12 r78 300 N 
30993.0000 HM689 250406 p54 r69 300 N 
31038.0000 HM690 177084 p41 r60 300 N 
31079.0000 HM691 267640 p14 r79 300 N 
31125.0000 HM692 270529 p7 r65 300 N 
31165.0000 HM693 234903 p32 r77 300 N 
31209.0000 HM694 258215 p40 r75 300 N 
31253.0000 HM695 382115 p36 r68 300 N 
31299.0000 HM696 328932 p39 r62 300 N 
31357.0000 HM697 230193 p13 r68 300 N 
31393.0000 HM698 353848 p0 r76 300 N 
31435.0000 HM699 404579 p8 r63 300 N 
31489.0000 HM700 116183 p30 r71 300 N 
31547.0000 HM701 148833 p43 r62 300 N 
31585.0000 HM702 425928 p43 r78 300 N 
31644.0000 HM703 121237 p35 r67 300 N 
31702.0000 HM704 310564 p45 r79 300 N 
31740.0000 HM705 120123 p29 r64 300 N 
31785.0000 HM706 467397 p42 r60 300 N 
31837.0000 HM707 214129 p2 r61 300 N 
31876.0000 HM708 167590 p53 r65 300 N 
31912.0000 HM709 272325 p48 r74 300 N 
31947.0000 HM710 277726 p45 r69 300 N 
31991.0000 HM711 450661 p51 r79 300 N 
32036.0000 HM712 482191 p55 r73 300 N 
32088.0000 HM713 292985 p32 r73 300 N 
32129.0000 HM714 353872 p24 r72 300 N 
32174.0000 HM715 394744 p31 r78 300 N 
32223.0000 HM716 302855 p2 r67 300 N 
32276.0000 HM717 184400 p55 r77 300 N 
32321.0000 HM718 288112 p10 r60 300 N 
32356.0000 HM719 343660 p55 r72 300 N 
32387.0000 HM720 466035 p17 r69 300 N 
32432.0000 HM721 228153 p31 r70 300 N 
32487.0000 HM722 103089 p2 r76 300 N 
32534.0000 HM723 407659 p1 r67 300 N 
32565.0000 HM724 496214 p6 r67 300 N 
32598.0000 HM725 158904 p6 r69 300 N 
32653.0000 HM726 288350 p31 r69 300 N 
32692.0000 HM727 198709 p8 r66 300 N 
32747.0000 HM728 428701 p15 r76 300 N 
32782.0000 HM729 493147 p14 r63 300 N 
32840.0000 HM730 293339 p17 r77 300 N 
32875.0000 HM731 402809 p51 r69 300 N 
32968.0000 HM733 388181 p56 r73 300 N 
33002.0000 HM734 139375 p51 r69 300 N 
33042.0000 HM735 362053 p12 r71 300 N 
33085.0000 HM736 270272 p51 r66 300 N 
33165.0000 HM738 408042 p22 r70 300 N 
33198.0000 HM739 273659 p6 r66 300 N 
33247.0000 HM740 498550 p42 r61 300 N 
33306.0000 HM741 287216 p35 r60 300 N 
33347.0000 HM742 305273 p51 r70 300 N 
33390.0000 HM743 254127 p38 r64 300 N 
33440.0000 HM744 129730 p9 r68 300 N 
33498.0000 HM745 103776 p53 r65 300 N 
33534.0000 HM746 399016 p12 r61 300 N 
33568.0000 HM747 167583 p56 r71 300 N 
33608.0000 HM748 359310 p38 r75 300 N 
33667.0000 HM749 355488 p17 r67 300 N 
33713.0000 HM750 159864 p15 r62 300 N 
33745.0000 HM751 237280 p16 r73 300 N 
33788.0000 HM752 183848 p11 r69 300 N 
33848.0000 HM753 128708 p58 r64 300 N 
33881.0000 HM754 300763 p22 r68 300 N 
33918.0000 HM755 495742 p53 r69 300 N 
33977.0000 HM756 166482 p0 r66 300 N 
34008.0000 HM757 212763 p36 r60 300 N 
34059.0000 HM758 466607 p26 r77 300 N 
34105.0000 HM759 485971 p52 r73 300 N 
34218.0000 HM761 102153 p52 r77 300 N 
34259.0000 HM762 400959 p14 r70 300 N 
34298.0000 HM763 167158 p11 r77 300 N 
34357.0000 HM764 437597 p13 r68 300 N 
34405.0000 HM765 422818 p19 r77 300 N 
34460.0000 HM766 232488 p19 r69 300 N 
34490.0000 HM767 437683 p20 r63 300 N 
34550.0000 HM768 142672 p7 r65 300 N 
34593.0000 HM769 390992 p32 r79 300 N 
34629.0000 HM770 391608 p28 r70 300 N 
34723.0000 HM772 417590 p41 r78 300 N 
34775.0000 HM773 246733 p7 r63 300 N 
34816.0000 HM774 377912 p20 r68 300 N 
34855.0000 HM775 177829 p45 r61 300 N 
34904.0000 HM776 170820 p55 r63 300 N 
34962.0000 HM777 354860 p0 r61 300 N 
34999.0000 HM778 110676 p51 r73 300 N 
35048.0000 HM779 294018 p45 r72 300 N 
35081.0000 HM780 321823 p18 r75 300 N 
35116.0000 HM781 460090 p55 r72 300 N 
35160.0000 HM782 159968 p2 r72 300 N 
35191.0000 HM783 253541 p51 r75 300 N 
35240.0000 HM784 217877 p46 r67 300 N 
35287.0000 HM785 195441 p33 r73 300 N 
35328.0000 HM786 290562 p14 r78 300 N 
35381.0000 HM787 392225 p17 r70 300 N 
35441.0000 HM788 200362 p19 r76 300 N 
35499.0000 HM789 267087 p34 r63 300 N 
35589.0000 HM791 273831 p52 r74 300 N 
35628.0000 HM792 228564 p59 r75 300 N 
35660.0000 HM793 448633 p56 r60 300 N 
35715.0000 HM794 324384 p17 r69 300 N 
35757.0000 HM795 293191 p58 r73 300 N 
35801.0000 HM796 489196 p28 r64 300 N 
35843.0000 HM797 462513 p44 r63 300 N 
35881.0000 HM798 368357 p37 r76 300 N 
35932.0000 HM799 367165 p28 r63 300 N 
35970.0000 HM800 254306 p41 r64 300 N 
36000.0000 HM801 461891 p14 r78 300 N 
36059.0000 HM802 401218 p12 r62 300 N 
36110.0000 HM803 191485 p7 r78 300 N 
36169.0000 HM804 177417 p35 r70 300 N 
36224.0000 HM805 288013 p49 r74 300 N 
36274.0000 HM806 141591 p32 r66 300 N 
36334.0000 HM807 367334 p33 r64 300 N 
36372.0000 HM808 115511 p39 r61 300 N 
36406.0000 HM809 269109 p54 r69 300 N 
36458.0000 HM810 367124 p6 r64 300 N 
36509.0000 HM811 360917 p36 r66 300 N 
36545.0000 HM812 363195 p7 r78 300 N 
36605.0000 HM813 118726 p41 r62 300 N 
36644.0000 HM814 368384 p58 r63 300 N 
36704.0000 HM815 406927 p52 r64 300 N 
36750.0000 HM816 369359 p49 r63 300 N 
36785.0000 HM817 455859 p54 r61 300 N 
36827.0000 HM818 333111 p49 r68 300 N 
36861.0000 HM819 425405 p50 r79 300 N 
36901.0000 HM820 476703 p56 r78 300 N 
36948.0000 HM821 281147 p15 r64 300 N 
37008.0000 HM822 283935 p57 r61 300 N 
37068.0000 HM823 344540 p45 r67 300 N 
37103.0000 HM824 149330 p23 r60 300 N 
37153.0000 HM825 412567 p55 r64 300 N 
37202.0000 HM826 199997 p45 r64 300 N 
37243.0000 HM827 234578 p58 r73 300 N 
37274.0000 HM828 263348 p38 r62 300 N 
37321.0000 HM829 464326 p59 r71 300 N 
37353.0000 HM830 344928 p33 r72 300 N 
37408.0000 HM831 281847 p57 r75 300 N 
37444.0000 HM832 243094 p40 r67 300 N 
37498.0000 HM833 257761 p49 r60 300 N 
37558.0000 HM834 274284 p19 r75 300 N 
37603.0000 HM835 198341 p50 r64 300 N 
37655.0000 HM836 217433 p51 r74 300 N 
37697.0000 HM837 303749 p23 r71 300 N 
37753.0000 HM838 391094 p24 r78 300 N 
37804.0000 HM839 335923 p40 r71 300 N 
37835.0000 HM840 438054 p8 r68 300 N 
37876.0000 HM841 312794 p59 r76 300 N 
37927.0000 HM842 235513 p0 r62 300 N 
37972.0000 HM843 152533 p10 r61 300 N 
38015.0000 HM844 420140 p38 r73 300 N 
38058.0000 HM845 439399 p49 r67 300 N 
38146.0000 HM847 393680 p38 r68 300 N 
38197.0000 HM848 489971 p57 r60 300 N 
38235.0000 HM849 172386 p9 r70 300 N 
38274.0000 HM850 242461 p11 r68 300 N 
38319.0000 HM851 118194 p15 r67 300 N 
38364.0000 HM852 364562 p18 r72 300 N 
38409.0000 HM853 231195 p35 r74 300 N 
38447.0000 HM854 340884 p59 r76 300 N 
38499.0000 HM855 488790 p49 r62 300 N 
38541.0000 HM856 132861 p31 r65 300 N 
38589.0000 HM857 113739 p37 r61 300 N 
38635.0000 HM858 334334 p55 r61 300 N 
38689.0000 HM859 139311 p57 r66 300 N 
38723.0000 HM860 118649 p46 r68 300 N 
38757.0000 HM861 112895 p47 r61 300 N 
38795.0000 HM862 294232 p7 r64 300 N 
38855.0000 HM863 277966 p18 r67 300 N 
38898.0000 HM864 314875 p12 r76 300 N 
38928.0000 HM865 273203 p48 r71 300 N 
38972.0000 HM866 480799 p23 r78 300 N 
39010.0000 HM867 475755 p3 r61 300 N 
39064.0000 HM868 172853 p52 r65 300 N 
39094.0000 HM869 473917 p55 r69 300 N 
39143.0000 HM870 119437 p20 r78 300 N 
39174.0000 HM871 273231 p57 r71 300 N 
39221.0000 HM872 350797 p27 r71 300 N 
39275.0000 HM873 297797 p19 r71 300 N 
39331.0000 HM874 223983 p28 r72 300 N 
39364.0000 HM875 309377 p30 r60 300 N 
39400.0000 HM876 320111 p19 r73 300 N 
39434.0000 HM877 111820 p38 r75 300 N 
39467.0000 HM878 202202 p47 r75 300 N 
39497.0000 HM879 145782 p50 r74 300 N 
39539.0000 HM880 376142 p3 r61 300 N 
39583.0000 HM881 282302 p23 r65 300 N 
39617.0000 HM882 150328 p13 r78 300 N 
39673.0000 HM883 412713 p52 r69 300 N 
39720.0000 HM884 304755 p49 r60 300 N 
39774.0000 HM885 353958 p16 r74 300 N 
39821.0000 HM886 408617 p36 r63 300 N 
39867.0000 HM887 215394 p12 r76 300 N 
39901.0000 HM888 456899 p30 r75 300 N 
39943.0000 HM889 142846 p58 r64 300 N 
39995.0000 HM890 231141 p22 r72 300 N 
40032.0000 HM891 152669 p14 r75 300 N 
40079.0000 HM892 319481 p7 r66 300 N 
40128.0000 HM893 152194 p21 r68 300 N 
40171.0000 HM894 481254 p27 r79 300 N 
40231.0000 HM895 410686 p40 r79 300 N 
40289.0000 HM896 155378 p59 r60 300 N 
40338.0000 HM897 423489 p19 r77 300 N 
40394.0000 HM898 432086 p35 r79 300 N 
40448.0000 HM899 151694 p59 r67 300 N 
40484.0000 HM900 393096 p34 r72 300 N 
40521.0000 HM901 145570 p32 r67 300 N 
40556.0000 HM902 486414 p59 r78 300 N 
40589.0000 HM903 393808 p57 r69 300 N 
40647.0000 HM904 295419 p53 r75 300 N 
40689.0000 HM905 121164 p11 r79 300 N 
40723.0000 HM906 282107 p59 r74 300 N 
40762.0000 HM907 294580 p47 r62 300 N 
40815.0000 HM908 318134 p57 r68 300 N 
40856.0000 HM909 473246 p24 r70 300 N 
40895.0000 HM910 244477 p40 r72 300 N 
40943.0000 HM911 126359 p50 r72 300 N 
40984.0000 HM912 123325 p18 r79 300 N 
41027.0000 HM913 278849 p49 r74 300 N 
41074.0000 HM914 327437 p37 r79 300 N 
41114.0000 HM915 301745 p57 r61 300 N 
41172.0000 HM916 255941 p20 r64 300 N 
41223.0000 HM917 470952 p20 r71 300 N 
41253.0000 HM918 302129 p48 r73 300 N 
41308.0000 HM919 428374 p2 r69 300 N 
41343.0000 HM920 379821 p8 r63 300 N 
41389.0000 HM921 155936 p10 r66 300 N 
41441.0000 HM922 257527 p27 r61 300 N 
41478.0000 HM923 144472 p22 r79 300 N 
41520.0000 HM924 164847 p50 r73 300 N 
41578.0000 HM925 236920 p57 r62 300 N 
41616.0000 HM926 432304 p27 r73 300 N 
41649.0000 HM927 283315 p34 r74 300 N 
41708.0000 HM928 477684 p36 r64 300 N 
41750.0000 HM929 254164 p23 r64 300 N 
41788.0000 HM930 193913 p5 r71 300 N 
41846.0000 HM931 378306 p52 r78 300 N 
41898.0000 HM932 344330 p17 r60 300 N 
41950.0000 HM933 294392 p43 r70 300 N 
42009.0000 HM934 250942 p57 r63 300 N 
42041.0000 HM935 179949 p39 r69 300 N 
42094.0000 HM936 380754 p39 r73 300 N 
42142.0000 HM937 147768 p42 r64 300 N 
42193.0000 HM938 121869 p21 r67 300 N 
42241.0000 HM939 116769 p41 r70 300 N 
42293.0000 HM940 467762 p31 r63 300 N 
42345.0000 HM941 380012 p46 r77 300 N 
42399.0000 HM942 441844 p46 r74 300 N 
42439.0000 HM943 497802 p35 r61 300 N 
42477.0000 HM944 155483 p47 r67 300 N 
42521.0000 HM945 380570 p3 r73 300 N 
42570.0000 HM946 356423 p49 r61 300 N 
42610.0000 HM947 423096 p57 r62 300 N 
42664.0000 HM948 232241 p17 r61 300 N 
42715.0000 HM949 486613 p34 r64 300 N 
42772.0000 HM950 184011 p14 r78 300 N 
42821.0000 HM951 440645 p33 r77 300 N 
42879.0000 HM952 438995 p38 r72 300 N 
42922.0000 HM953 292161 p54 r61 300 N 
42980.0000 HM954 401200 p31 r75 300 N 
43031.0000 HM955 432893 p37 r74 300 N 
43064.0000 HM956 330871 p33 r70 300 N 
43103.0000 HM957 447371 p55 r61 300 N 
43197.0000 HM959 269585 p11 r70 300 N 
