# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
10466.0000 HM226 340639 3 184.0000 p29 r61 296 N p29->p30->r71->r61
10475.0000 HM175 339162 3 2406.0000 p30 r78 259 N p30->p40->r71->r78
10499.0000 HM223 256092 2 343.0000 p9 r71 294 N p9->v89->r71
10545.0000 HM199 223389 1 1469.0000 p24 r64 275 N p24->r64
10709.0000 HM216 332228 2 845.0000 p49 r73 285 N p49->v92->r73
10755.0000 HM191 339237 3 2017.0000 p38 r76 266 N p38->p10->v87->r76
10826.0000 HM227 276776 2 486.0000 p11 r64 291 N p11->v93->r64
10914.0000 HM224 105847 1 726.0000 p23 r72 287 N p23->r72
10923.0000 HM211 419902 3 1297.0000 p19 r72 278 N p19->p51->p23->r72
10968.0000 HM229 129803 3 540.0000 p56 r66 291 N p56->p51->v83->r66
11128.0000 HM198 338966 3 2082.0000 p47 r76 265 N p47->p16->v86->r76
11133.0000 HM210 303953 3 1545.0000 p37 r77 274 N p37->p32->r75->r77
11135.0000 HM240 247064 3 235.0000 p23 r63 296 N p23->r72->p28->r63
11235.0000 HM219 156356 2 1226.0000 p22 r60 279 N p22->v93->r60
11263.0000 HM237 320514 3 504.0000 p6 r60 291 N p6->p34->v86->r60
11292.0000 HM179 426143 3 3060.0000 p5 r68 249 N p5->v94->p27->r68
11344.0000 HM238 219118 2 535.0000 p21 r70 291 N p21->v91->r70
11540.0000 HM228 189926 2 1147.0000 p10 r70 280 N p10->v88->r70
11540.0000 HM188 273005 2 2936.0000 p30 r64 251 N p30->p45->r64
11549.0000 HM221 132637 2 1469.0000 p23 r64 275 N p23->p58->r64
11599.0000 HM242 389565 3 615.0000 p14 r67 289 N p14->v85->v91->r67
11645.0000 HM231 478888 2 1113.0000 p44 r69 281 N p44->v93->r69
11790.0000 HM243 319734 3 762.0000 p58 r77 287 N p58->p45->v87->r77
11892.0000 HM236 373095 2 1177.0000 p13 r64 280 N p13->v80->r64
11943.0000 HM260 179859 2 211.0000 p22 r75 296 N p22->v90->r75
11990.0000 HM249 184250 3 677.0000 p59 r74 288 N p59->p52->v92->r74
12010.0000 HM261 306993 1 226.0000 p16 r79 296 N p16->r79
12040.0000 HM235 499162 1 1368.0000 p51 r73 277 N p51->r73
12056.0000 HM225 485906 2 1811.0000 p51 r68 269 N p51->p56->r68
12075.0000 HM257 225041 1 455.0000 p32 r64 292 N p32->r64
12165.0000 HM245 374287 1 1030.0000 p43 r77 282 N p43->r77
12206.0000 HM143 498367 2 5657.0000 p33 r77 205 N p33->r68->r77
12275.0000 HM230 101930 3 1796.0000 p49 r60 270 N p49->p33->p34->r60
12332.0000 HM264 145653 3 404.0000 p54 r76 293 N p54->p57->v82->r76
12352.0000 HM259 331837 2 659.0000 p49 r74 289 N p49->v82->r74
12457.0000 HM244 369662 1 1373.0000 p2 r62 277 N p2->r62
12484.0000 HM266 326245 2 462.0000 p51 r63 292 N p51->v84->r63
12497.0000 HM246 164292 2 1310.0000 p46 r69 278 N p46->v86->r69
12535.0000 HM262 260752 3 712.0000 p33 r62 288 N p33->p41->v81->r62
12537.0000 HM255 354528 2 995.0000 p13 r65 283 N p13->v86->r65
12563.0000 HM258 483836 2 905.0000 p38 r71 284 N p38->v89->r71
12567.0000 HM213 299881 3 2842.0000 p38 r65 252 N p38->v84->p25->r65
12594.0000 HM232 250011 2 2029.0000 p20 r76 266 N p20->v85->r76
12610.0000 HM267 457504 2 531.0000 p5 r70 291 N p5->v85->r70
12612.0000 HM275 493068 2 147.0000 p14 r67 297 N p14->v80->r67
12616.0000 HM214 349500 1 2845.0000 p43 r76 252 N p43->r76
12665.0000 HM222 193458 3 2548.0000 p59 r66 257 N p59->r67->p16->r66
12849.0000 HM252 463741 3 1405.0000 p9 r73 276 N p9->p33->v91->r73
12895.0000 HM241 447015 3 1959.0000 p24 r63 267 N p24->r69->v80->r63
12898.0000 HM281 355205 2 131.0000 p24 r73 297 N p24->p52->r73
12909.0000 HM270 375054 2 688.0000 p56 r65 288 N p56->v84->r65
12966.0000 HM233 391848 2 2367.0000 p2 r75 260 N p2->v84->r75
13111.0000 HM251 274170 3 1708.0000 p11 r73 271 N p11->p1->r78->r73
13113.0000 HM256 212805 2 1535.0000 p4 r71 274 N p4->v86->r71
13198.0000 HM247 478616 2 1964.0000 p25 r71 267 N p25->v82->r71
13224.0000 HM217 496322 3 3307.0000 p12 r60 244 N p12->v92->r61->r60
13341.0000 HM265 447682 2 1379.0000 p30 r71 277 N p30->v85->r71
13375.0000 HM234 209652 2 2735.0000 p41 r60 254 N p41->p52->r60
13607.0000 HM284 309296 2 731.0000 p25 r72 287 N p25->v91->r72
13635.0000 HM208 183583 2 4134.0000 p54 r64 231 N p54->v84->r64
