# time  ID  size  fromHost  toHost  TTL  isResponse
29925.0000 M341 248815 p6 r69 300 N 
30009.0000 M342 221375 p0 r78 300 N 
30118.0000 M343 341547 p57 r66 300 N 
30180.0000 M344 478767 p43 r72 300 N 
30265.0000 M345 416575 p47 r79 300 N 
30365.0000 M346 290160 p54 r72 300 N 
30471.0000 M347 232374 p12 r69 300 N 
30545.0000 M348 479688 p33 r72 300 N 
30626.0000 M349 188064 p43 r60 300 N 
30734.0000 M350 114718 p41 r70 300 N 
30794.0000 M351 283852 p37 r79 300 N 
30869.0000 M352 261437 p12 r70 300 N 
30969.0000 M353 412686 p4 r74 300 N 
31084.0000 M354 299662 p1 r79 300 N 
31170.0000 M355 272250 p1 r70 300 N 
31246.0000 M356 467553 p41 r70 300 N 
31331.0000 M357 492838 p32 r61 300 N 
31450.0000 M358 314660 p22 r68 300 N 
31550.0000 M359 215916 p47 r76 300 N 
31614.0000 M360 191657 p24 r74 300 N 
31728.0000 M361 402085 p19 r62 300 N 
31846.0000 M362 436580 p42 r61 300 N 
31933.0000 M363 138478 p9 r76 300 N 
31993.0000 M364 333739 p45 r61 300 N 
32090.0000 M365 368742 p38 r65 300 N 
32182.0000 M366 245236 p21 r75 300 N 
32283.0000 M367 233454 p47 r69 300 N 
32395.0000 M368 483993 p17 r73 300 N 
32457.0000 M369 234727 p44 r67 300 N 
32536.0000 M370 485526 p30 r62 300 N 
32630.0000 M371 377463 p40 r68 300 N 
32700.0000 M372 168009 p52 r72 300 N 
32762.0000 M373 250308 p55 r71 300 N 
32851.0000 M374 205489 p32 r63 300 N 
32939.0000 M375 286262 p31 r77 300 N 
33040.0000 M376 492592 p8 r77 300 N 
33148.0000 M377 169017 p36 r76 300 N 
33253.0000 M378 372041 p41 r78 300 N 
33334.0000 M379 195064 p31 r62 300 N 
33416.0000 M380 418785 p20 r79 300 N 
33515.0000 M381 479779 p41 r60 300 N 
33604.0000 M382 262913 p8 r68 300 N 
33680.0000 M383 139433 p53 r73 300 N 
33773.0000 M384 410514 p37 r60 300 N 
33834.0000 M385 382334 p17 r66 300 N 
33901.0000 M386 116767 p31 r65 300 N 
34009.0000 M387 441814 p57 r73 300 N 
34069.0000 M388 292630 p15 r74 300 N 
34145.0000 M389 252135 p32 r60 300 N 
34228.0000 M390 430855 p8 r71 300 N 
34302.0000 M391 152618 p8 r73 300 N 
34411.0000 M392 157666 p11 r76 300 N 
34503.0000 M393 106139 p45 r77 300 N 
34601.0000 M394 475325 p28 r79 300 N 
34663.0000 M395 309108 p54 r62 300 N 
34775.0000 M396 315148 p26 r73 300 N 
34845.0000 M397 459381 p31 r75 300 N 
34917.0000 M398 293734 p22 r74 300 N 
34994.0000 M399 357534 p28 r76 300 N 
35079.0000 M400 180934 p15 r67 300 N 
35152.0000 M401 476531 p56 r68 300 N 
35215.0000 M402 464199 p39 r73 300 N 
35318.0000 M403 437943 p35 r73 300 N 
35379.0000 M404 140391 p36 r73 300 N 
35455.0000 M405 131889 p42 r76 300 N 
35559.0000 M406 483524 p0 r79 300 N 
35661.0000 M407 404457 p38 r67 300 N 
35723.0000 M408 410209 p50 r64 300 N 
35812.0000 M409 172907 p44 r60 300 N 
35912.0000 M410 241506 p9 r70 300 N 
35992.0000 M411 189570 p7 r73 300 N 
36109.0000 M412 288971 p43 r64 300 N 
36200.0000 M413 277118 p57 r60 300 N 
36284.0000 M414 302148 p59 r60 300 N 
36352.0000 M415 206958 p41 r61 300 N 
36414.0000 M416 246743 p5 r64 300 N 
36526.0000 M417 372070 p11 r65 300 N 
36612.0000 M418 255536 p22 r77 300 N 
36728.0000 M419 114234 p6 r67 300 N 
36838.0000 M420 436572 p5 r68 300 N 
36920.0000 M421 100928 p28 r78 300 N 
37010.0000 M422 329738 p19 r75 300 N 
37077.0000 M423 153746 p17 r60 300 N 
37146.0000 M424 336332 p47 r77 300 N 
37235.0000 M425 308681 p52 r78 300 N 
37352.0000 M426 366422 p2 r61 300 N 
37447.0000 M427 312642 p44 r66 300 N 
37521.0000 M428 343742 p15 r60 300 N 
37599.0000 M429 175324 p4 r67 300 N 
37710.0000 M430 327866 p52 r71 300 N 
37786.0000 M431 120632 p39 r77 300 N 
37859.0000 M432 225764 p38 r64 300 N 
37967.0000 M433 449271 p56 r76 300 N 
38068.0000 M434 348153 p9 r79 300 N 
38178.0000 M435 330111 p6 r64 300 N 
38257.0000 M436 288917 p45 r68 300 N 
38370.0000 M437 323382 p48 r63 300 N 
38440.0000 M438 346872 p45 r69 300 N 
38554.0000 M439 151493 p45 r71 300 N 
38651.0000 M440 240579 p56 r74 300 N 
38756.0000 M441 258133 p30 r75 300 N 
38834.0000 M442 385723 p34 r68 300 N 
38915.0000 M443 492501 p51 r74 300 N 
39029.0000 M444 259077 p35 r60 300 N 
39123.0000 M445 465073 p9 r73 300 N 
39236.0000 M446 175335 p19 r67 300 N 
39317.0000 M447 317340 p50 r60 300 N 
39394.0000 M448 475021 p11 r74 300 N 
39503.0000 M449 493127 p50 r78 300 N 
39622.0000 M450 283457 p2 r73 300 N 
39684.0000 M451 476711 p47 r71 300 N 
39795.0000 M452 359986 p40 r77 300 N 
39893.0000 M453 398514 p29 r66 300 N 
40004.0000 M454 197421 p34 r71 300 N 
40094.0000 M455 164514 p23 r77 300 N 
40174.0000 M456 388838 p4 r68 300 N 
40262.0000 M457 456880 p20 r62 300 N 
40376.0000 M458 217520 p1 r76 300 N 
40439.0000 M459 304729 p14 r65 300 N 
40529.0000 M460 151360 p41 r61 300 N 
40601.0000 M461 425756 p10 r78 300 N 
40704.0000 M462 206829 p18 r75 300 N 
40777.0000 M463 191930 p34 r74 300 N 
40888.0000 M464 367218 p58 r60 300 N 
41005.0000 M465 447092 p32 r78 300 N 
41123.0000 M466 134186 p30 r79 300 N 
41223.0000 M467 288592 p25 r69 300 N 
41290.0000 M468 248787 p58 r62 300 N 
41359.0000 M469 295764 p51 r77 300 N 
41458.0000 M470 326731 p51 r73 300 N 
41562.0000 M471 299209 p1 r78 300 N 
41641.0000 M472 236630 p34 r62 300 N 
41729.0000 M473 464120 p19 r72 300 N 
41799.0000 M474 175957 p55 r65 300 N 
41915.0000 M475 249840 p51 r71 300 N 
41989.0000 M476 254351 p11 r75 300 N 
42068.0000 M477 126525 p25 r66 300 N 
42165.0000 M478 141035 p52 r76 300 N 
42226.0000 M479 380210 p55 r62 300 N 
42316.0000 M480 441908 p1 r71 300 N 
42385.0000 M481 364832 p0 r65 300 N 
42492.0000 M482 102484 p38 r70 300 N 
42603.0000 M483 489884 p52 r78 300 N 
42701.0000 M484 270360 p36 r60 300 N 
42794.0000 M485 160700 p43 r73 300 N 
42873.0000 M486 411506 p58 r61 300 N 
42945.0000 M487 120154 p9 r65 300 N 
43058.0000 M488 164785 p8 r77 300 N 
43147.0000 M489 222799 p32 r64 300 N 
