# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
33381.0000 M367 233454 2 1098.0000 p47 r69 281 N p47->v90->r69
33714.0000 M375 286262 1 775.0000 p31 r77 287 N p31->r77
33737.0000 M381 479779 2 222.0000 p41 r60 296 N p41->v86->r60
33943.0000 M385 382334 2 109.0000 p17 r66 298 N p17->v84->r66
33981.0000 M372 168009 2 1281.0000 p52 r72 278 N p52->r70->r72
34018.0000 M380 418785 2 602.0000 p20 r79 289 N p20->v87->r79
34084.0000 M374 205489 2 1233.0000 p32 r63 279 N p32->v81->r63
34089.0000 M346 290160 2 3724.0000 p54 r72 237 N p54->p1->r72
34146.0000 M304 307088 3 7364.0000 p17 r63 177 N p17->p12->v89->r63
34236.0000 M365 368742 3 2146.0000 p38 r65 264 N p38->p55->p36->r65
34356.0000 M382 262913 2 752.0000 p8 r68 287 N p8->v84->r68
34374.0000 M386 116767 1 473.0000 p31 r65 292 N p31->r65
34458.0000 M316 155904 1 6652.0000 p47 r75 189 N p47->r75
34634.0000 M388 292630 2 565.0000 p15 r74 290 N p15->v94->r74
34682.0000 M389 252135 3 537.0000 p32 r60 291 N p32->p18->r72->r60
34879.0000 M391 152618 2 577.0000 p8 r73 290 N p8->v82->r73
35016.0000 M383 139433 3 1336.0000 p53 r73 277 N p53->v88->p43->r73
35021.0000 M376 492592 1 1981.0000 p8 r77 266 N p8->r77
35028.0000 M363 138478 2 3095.0000 p9 r76 248 N p9->v90->r76
35294.0000 M397 459381 2 449.0000 p31 r75 292 N p31->v82->r75
35295.0000 M366 245236 3 3113.0000 p21 r75 248 N p21->p38->v82->r75
35306.0000 M356 467553 2 4060.0000 p41 r70 232 N p41->v83->r70
35307.0000 M350 114718 2 4573.0000 p41 r70 223 N p41->v83->r70
35382.0000 M402 464199 2 167.0000 p39 r73 297 N p39->v82->r73
35485.0000 M394 475325 2 884.0000 p28 r79 285 N p28->v84->r79
35509.0000 M377 169017 2 2361.0000 p36 r76 260 N p36->p54->r76
35512.0000 M373 250308 1 2750.0000 p55 r71 254 N p55->r71
35532.0000 M398 293734 1 615.0000 p22 r74 289 N p22->r74
35645.0000 M396 315148 2 870.0000 p26 r73 285 N p26->v87->r73
35833.0000 M393 106139 2 1330.0000 p45 r77 277 N p45->v93->r77
35881.0000 M405 131889 2 426.0000 p42 r76 292 N p42->v83->r76
35962.0000 M390 430855 2 1734.0000 p8 r71 271 N p8->v82->r71
35967.0000 M379 195064 3 2633.0000 p31 r62 256 N p31->p15->v94->r62
35969.0000 M395 309108 2 1306.0000 p54 r62 278 N p54->v94->r62
35986.0000 M407 404457 2 325.0000 p38 r67 294 N p38->v86->r67
36164.0000 M401 476531 2 1012.0000 p56 r68 283 N p56->v87->r68
36323.0000 M411 189570 2 331.0000 p7 r73 294 N p7->v89->r73
36438.0000 M387 441814 3 2429.0000 p57 r73 259 N p57->r62->v91->r73
36538.0000 M415 206958 2 186.0000 p41 r61 296 N p41->p27->r61
36599.0000 M406 483524 2 1040.0000 p0 r79 282 N p0->v94->r79
36616.0000 M403 437943 2 1298.0000 p35 r73 278 N p35->p49->r73
36643.0000 M404 140391 2 1264.0000 p36 r73 278 N p36->r79->r73
36713.0000 M418 255536 2 101.0000 p22 r77 298 N p22->r75->r77
36814.0000 M414 302148 2 530.0000 p59 r60 291 N p59->v87->r60
37007.0000 M413 277118 3 807.0000 p57 r60 286 N p57->r77->r70->r60
37093.0000 M420 436572 2 255.0000 p5 r68 295 N p5->v80->r68
37246.0000 M417 372070 1 720.0000 p11 r65 288 N p11->r65
37341.0000 M399 357534 2 2347.0000 p28 r76 260 N p28->v94->r76
37563.0000 M425 308681 2 328.0000 p52 r78 294 N p52->p27->r78
37737.0000 M400 180934 2 2658.0000 p15 r67 255 N p15->v91->r67
37742.0000 M422 329738 2 732.0000 p19 r75 287 N p19->p52->r75
37769.0000 M430 327866 3 59.0000 p52 r71 299 N p52->p26->v93->r71
37804.0000 M429 175324 2 205.0000 p4 r67 296 N p4->v92->r67
37807.0000 M424 336332 2 661.0000 p47 r77 288 N p47->v88->r77
37958.0000 M421 100928 3 1038.0000 p28 r78 282 N p28->v83->v91->r78
37959.0000 M428 343742 3 438.0000 p15 r60 292 N p15->v94->p3->r60
38002.0000 M408 410209 2 2279.0000 p50 r64 262 N p50->p9->r64
38048.0000 M412 288971 2 1939.0000 p43 r64 267 N p43->p28->r64
38398.0000 M419 114234 1 1670.0000 p6 r67 272 N p6->r67
38450.0000 M437 323382 2 80.0000 p48 r63 298 N p48->v89->r63
38492.0000 M436 288917 2 235.0000 p45 r68 296 N p45->v81->r68
38937.0000 M423 153746 2 1860.0000 p17 r60 269 N p17->v88->r60
38976.0000 M431 120632 3 1190.0000 p39 r77 280 N p39->p3->v81->r77
39012.0000 M384 410514 2 5239.0000 p37 r60 212 N p37->p8->r60
39042.0000 M439 151493 2 488.0000 p45 r71 291 N p45->r63->r71
39172.0000 M426 366422 2 1820.0000 p2 r61 269 N p2->v91->r61
39183.0000 M392 157666 2 4772.0000 p11 r76 220 N p11->v89->r76
39540.0000 M441 258133 2 784.0000 p30 r75 286 N p30->v80->r75
39581.0000 M432 225764 2 1722.0000 p38 r64 271 N p38->v93->r64
39645.0000 M416 246743 2 3231.0000 p5 r64 246 N p5->v94->r64
39647.0000 M435 330111 2 1469.0000 p6 r64 275 N p6->v94->r64
39907.0000 M434 348153 2 1839.0000 p9 r79 269 N p9->p32->r79
40089.0000 M438 346872 2 1649.0000 p45 r69 272 N p45->p55->r69
40099.0000 M440 240579 2 1448.0000 p56 r74 275 N p56->v90->r74
40101.0000 M443 492501 2 1186.0000 p51 r74 280 N p51->v90->r74
40194.0000 M445 465073 2 1071.0000 p9 r73 282 N p9->v90->r73
40215.0000 M454 197421 2 211.0000 p34 r71 296 N p34->v80->r71
40295.0000 M442 385723 2 1461.0000 p34 r68 275 N p34->v90->r68
40303.0000 M455 164514 3 209.0000 p23 r77 296 N p23->p57->v92->r77
40420.0000 M446 175335 2 1184.0000 p19 r67 280 N p19->r69->r67
40546.0000 M458 217520 3 170.0000 p1 r76 297 N p1->p23->v91->r76
40555.0000 M453 398514 3 662.0000 p29 r66 288 N p29->p44->v85->r66
40588.0000 M449 493127 2 1085.0000 p50 r78 281 N p50->v84->r78
40764.0000 M460 151360 2 235.0000 p41 r61 296 N p41->v92->r61
40820.0000 M456 388838 2 646.0000 p4 r68 289 N p4->v89->r68
41006.0000 M444 259077 2 1977.0000 p35 r60 267 N p35->v90->r60
41142.0000 M427 312642 3 3695.0000 p44 r66 238 N p44->p7->v92->r66
41172.0000 M409 172907 1 5360.0000 p44 r60 210 N p44->r60
41328.0000 M465 447092 2 323.0000 p32 r78 294 N p32->v92->r78
41345.0000 M461 425756 2 744.0000 p10 r78 287 N p10->v91->r78
41517.0000 M452 359986 2 1722.0000 p40 r77 271 N p40->v86->r77
41550.0000 M466 134186 1 427.0000 p30 r79 292 N p30->r79
41690.0000 M463 191930 2 913.0000 p34 r74 284 N p34->v87->r74
41763.0000 M469 295764 2 404.0000 p51 r77 293 N p51->p36->r77
41838.0000 M448 475021 1 2444.0000 p11 r74 259 N p11->r74
42030.0000 M473 464120 2 301.0000 p19 r72 294 N p19->v86->r72
42144.0000 M459 304729 2 1705.0000 p14 r65 271 N p14->v84->r65
42196.0000 M478 141035 1 31.0000 p52 r76 299 N p52->r76
42221.0000 M472 236630 3 580.0000 p34 r62 290 N p34->r71->v92->r62
42222.0000 M468 248787 3 932.0000 p58 r62 284 N p58->r63->v92->r62
42340.0000 M464 367218 2 1452.0000 p58 r60 275 N p58->r63->r60
42362.0000 M474 175957 1 563.0000 p55 r65 290 N p55->r65
42753.0000 M462 206829 3 2049.0000 p18 r75 265 N p18->r71->v85->r75
42900.0000 M477 126525 2 832.0000 p25 r66 286 N p25->v82->r66
42964.0000 M475 249840 3 1049.0000 p51 r71 282 N p51->v85->v93->r71
43043.0000 M410 241506 2 7131.0000 p9 r70 181 N p9->p50->r70
43091.0000 M482 102484 2 599.0000 p38 r70 290 N p38->v93->r70
43103.0000 M481 364832 2 718.0000 p0 r65 288 N p0->v94->r65
43149.0000 M486 411506 2 276.0000 p58 r61 295 N p58->v82->r61
43161.0000 M480 441908 2 845.0000 p1 r71 285 N p1->p46->r71
